Datum;Vecka;Dag;EC HBG FEU19e;EC HBG WIN19e;EC Malmö Java19e;EC Malmö Java20e;EC Malmö MVT19;EC FEU20e;HAK OPA20;HAK OPA20X;HAK OPA21;HAK PYAI1;HKR DAO;IHM DAS20;IHM GDAS19;DEV21M;FRK20G;FRK20S;FWK20G;FWK20S;TTK20G;TTK21G;MI DAN20;MI DCD20M;MI FED20m;MI FED21m;MI OLM20;MI OLM20D;MI OLM21m;MI WAN20;MI WAN21m;MI WCM20;MI WCM21;Newton .NET19n;Newton .NET20n;Newton .NET21n;Newton Java19n;Newton Java20n;Newton Java21n;Newton Krav21n;PlusHS Java19p;PlusHS Java20gbg;PlusHS Java20p;PlusHS Java21gbg;PlusHS Java21h;PlusHS Java21v;PlusHS Net20gbg;Övrigt Upptagen
2022-02-24;8;tor;;;;;;;;;;;;;;TF;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;HJ;MH;;;
2022-02-25;8;fre;;;;;;;;;;;;;;TF;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;
2022-02-26;8;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-02-27;8;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-02-28;9;mån;;;;;;;;;;;TF (d);;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;HJ;;MR;;
2022-03-01;9;tis;;;;;;;;;BB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AH;;;;;BB;;;TF[Jensen Projektledare                       ]
2022-03-02;9;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;MR;;TF[Jensen Projektledare                       ]
2022-03-03;9;tor;;;;;;;;;BB;;;;;TF;;;;;;;;;;;;;;;;;;;;;;;;AH;;;;HJ;MH;;;
2022-03-04;9;fre;;;;;;;;;BB;;;;;TF;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;
2022-03-05;9;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-03-06;9;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-03-07;10;mån;;;;;;;;;;;TF (d);;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;MR;;
2022-03-08;10;tis;;;;;;;;;BB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AH;;;;;BB;;;TF[Jensen Projektledare                       ]
2022-03-09;10;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;MR;;TF[Jensen Projektledare                       ]
2022-03-10;10;tor;;;;;;;;;;;;;;TF;;;;;;;;;;;;;;;;;;;;;;;;AH;;;;;MH;;;
2022-03-11;10;fre;;;;;;;;;BB;;;;;TF;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;
2022-03-12;10;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-03-13;10;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-03-14;11;mån;;;;;;;;;BB;;TF (d);;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;
2022-03-15;11;tis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AH;;;;;BB;;;TF[Jensen Projektledare                       ]
2022-03-16;11;ons;;;;;;;;;BB;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;TF[Jensen Projektledare                       ]
2022-03-17;11;tor;;;;;;;;;;;;;;XX;;;;;;;;;;;;;;;;;;;;;;;;BB + AH;;;;;MH;;;
2022-03-18;11;fre;;;;;;;;;BB;;TF (d);;;XX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-03-19;11;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-03-20;11;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-03-21;12;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;
2022-03-22;12;tis;;;;;;;;;BB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;
2022-03-23;12;ons;;;;;;;;;;;TF (pl);;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;
2022-03-24;12;tor;;;;;;;;;;;;;;XX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MH;;;
2022-03-25;12;fre;;;;;;;;;BB;;(tenta);;;XX;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;
2022-03-26;12;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-03-27;12;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-03-28;13;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;
2022-03-29;13;tis;;;;;;;;;BB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MH;;;
2022-03-30;13;ons;;;;;;;;;BB;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;
2022-03-31;13;tor;;;;;;;;;;;;;;XX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;
2022-04-01;13;fre;;;;;;;;;BB;;;;;XX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-04-02;13;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-04-03;13;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-04-04;14;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;
2022-04-05;14;tis;;;;;;;;;BB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-04-06;14;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;
2022-04-07;14;tor;;;;;;;;;;;;;;XX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-04-08;14;fre;;;;;;;;;BB;;;;;XX;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;
2022-04-09;14;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-04-10;14;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-04-11;15;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;
2022-04-12;15;tis;;;;;;;;;BB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-04-13;15;ons;;;;;;;;;BB;;;;;XX?;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;
2022-04-14;15;tor;;;;;;;;;;;;;;XX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-04-15;15;fre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;HELGDAG
2022-04-16;15;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-04-17;15;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-04-18;16;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;HELGDAG
2022-04-19;16;tis;;;;;;;;;BB;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;bb[lösning?                               ];;;;;;;;;
2022-04-20;16;ons;;;;;;;;;BB;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;
2022-04-21;16;tor;;;;;;;;;;;;;;XX;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;
2022-04-22;16;fre;;;;;;;;;BB;;;;;XX;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;;;;
2022-04-23;16;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-04-24;16;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-04-25;17;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;
2022-04-26;17;tis;;;;;;;;;BB;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;;;;
2022-04-27;17;ons;;;;;;;;;BB;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;;;;
2022-04-28;17;tor;;;;;;;;;;;;;;XX;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;
2022-04-29;17;fre;;;;;;;;;BB;;;;;XX;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;;;;
2022-04-30;17;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-05-01;17;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-05-02;18;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;
2022-05-03;18;tis;;;;;;;;;BB;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;;;;
2022-05-04;18;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;
2022-05-05;18;tor;;;;;;;;;;;;;;XX;;;;;;;;;;;;;;;;;;;;;;;MR;;;;;;;;;
2022-05-06;18;fre;;;;;;;;;BB;;;;;XX;;;;;;;;;;;;;;;;;;;;MR;;;;;;;;;;;;
2022-05-07;18;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-05-08;18;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-05-09;19;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;Examenskurs[9 maj–3 juni                               ];;
2022-05-10;19;tis;;;;;;;;;BB;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;;;;
2022-05-11;19;ons;;;;;;;;;BB;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;;;;
2022-05-12;19;tor;;;;;;;;;;;;;;XX;;;;;;;;;;;;;;;;;;;;;;;MR;;;;;;;;;
2022-05-13;19;fre;;;;;;;;;BB;;;;;XX;;;;;;;;;;;;;;;;;;;;MR;;;;;;;;;;;;
2022-05-14;19;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-05-15;19;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-05-16;20;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;
2022-05-17;20;tis;;;;;;;;;BB;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;;;;
2022-05-18;20;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;
2022-05-19;20;tor;;;;;;;;;;;;;;XX;;;;;;;;;;;;;;;;;;;;;;;MR;;;;;;;;;
2022-05-20;20;fre;;;;;;;;;BB;;;;;XX;;;;;;;;;;;;;;;;;;;;MR;;;;;;;;;;;;
2022-05-21;20;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-05-22;20;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-05-23;21;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;
2022-05-24;21;tis;;;;;;;;;BB;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;;;;
2022-05-25;21;ons;;;;;;;;;BB;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;;;;
2022-05-26;21;tor;;;;;;;;;;;;;;XX;;;;;;;;;;;;;;;;;;;;;;;MR;;;;;;;;;
2022-05-27;21;fre;;;;;;;;;BB;;;;;XX;;;;;;;;;;;;;;;;;;;;MR;;;;;;;;;;;;
2022-05-28;21;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-05-29;21;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-05-30;22;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;BB+TF till Sthml[Jensen Examenstjofräs                      ]
2022-05-31;22;tis;;;;;;;;;BB;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;;;;BB+TF till Sthml[Jensen Examenstjofräs                      ]
2022-06-01;22;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;
2022-06-02;22;tor;;;;;;;;;;;;;;XX;;;;;;;;;;;;;;;;;;;;;;;MR;;;;;;;;;
2022-06-03;22;fre;;;;;;;;;BB;;;;;XX;;;;;;;;;;;;;;;;;;;;MR;;;;;;;;;;;;BB, TF[Examensfirande med Java20 Lund                        ]
2022-06-04;22;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-06-05;22;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-06-06;23;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MR;;;;;;;;;
2022-06-07;23;tis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MR;;;;;;;;;;;;
2022-06-08;23;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;;;;
2022-06-09;23;tor;;;;;;;;;;;;;;XX;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;
2022-06-10;23;fre;;;;;;;;;;;;;;XX;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;;;;
2022-06-11;23;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-06-12;23;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-06-13;24;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-06-14;24;tis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-06-15;24;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-06-16;24;tor;;;;;;;;;;;;;;XX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-06-17;24;fre;;;;;;;;;;;;;;XX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-06-18;24;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-06-19;24;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-06-20;25;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-06-21;25;tis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-06-22;25;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-06-23;25;tor;;;;;;;;;;;;;;XX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-06-24;25;fre;;;;;;;;;;;;;;XX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-06-25;25;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-06-26;25;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-06-27;26;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-06-28;26;tis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-06-29;26;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-06-30;26;tor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-01;26;fre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-02;26;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-03;26;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-04;27;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-05;27;tis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-06;27;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-07;27;tor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-08;27;fre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-09;27;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-10;27;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-11;28;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-12;28;tis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-13;28;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-14;28;tor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-15;28;fre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-16;28;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-17;28;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-18;29;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-19;29;tis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-20;29;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-21;29;tor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-22;29;fre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-23;29;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-24;29;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-25;30;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-26;30;tis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-27;30;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-28;30;tor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-29;30;fre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-30;30;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-31;30;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-08-01;31;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-08-02;31;tis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-08-03;31;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-08-04;31;tor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-08-05;31;fre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-08-06;31;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-08-07;31;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-08-08;32;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-08-09;32;tis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-08-10;32;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-08-11;32;tor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-08-12;32;fre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-08-13;32;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-08-14;32;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-08-15;33;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-08-16;33;tis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-08-17;33;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-08-18;33;tor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-08-19;33;fre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-08-20;33;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-08-21;33;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-08-22;34;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-08-23;34;tis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-08-24;34;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-08-25;34;tor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-08-26;34;fre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-08-27;34;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-08-28;34;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-08-29;35;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-08-30;35;tis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-08-31;35;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-09-01;35;tor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-09-02;35;fre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-09-03;35;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-09-04;35;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-09-05;36;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-09-06;36;tis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-09-07;36;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-09-08;36;tor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-09-09;36;fre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-09-10;36;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-09-11;36;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-09-12;37;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-09-13;37;tis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-09-14;37;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-09-15;37;tor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-09-16;37;fre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-09-17;37;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-09-18;37;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-09-19;38;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-09-20;38;tis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-09-21;38;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-09-22;38;tor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-09-23;38;fre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-09-24;38;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-09-25;38;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-09-26;39;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-09-27;39;tis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-09-28;39;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-09-29;39;tor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-09-30;39;fre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-10-01;39;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-10-02;39;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-10-03;40;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-10-04;40;tis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-10-05;40;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
